,prompt,chosen,rejected,diff,source_index
26,"""I Am Curious"," Watildar"" is a trap that lets its most underplayed characters fly around"," What There Being In This Movie."" Kornitz, a chaotic, dre",0.0009519529994577001,1
27,"""I Am Curious",""" from Norman[Colaboni's] ""Teamsters"" and the important"," G.O.B.""<|endoftext|>",0.01305508613586448,1
28,"""I Am Curious",""" from Norman[Colaboni's] ""Teamsters"" and the important"," What There Being In This Movie."" Kornitz, a chaotic, dre",0.9945044876076282,1
29,"""I Am Curious"," G.O.B.""<|endoftext|>"," What There Being In This Movie."" Kornitz, a chaotic, dre",0.9814494014717637,1
30,If only to avoid making this type, of film my 20-year-old son would like!<|endoftext|>, of man-child wedding cake! My vote is 1=!! <br /,0.0009342404664494001,2
31,If only to avoid making this type, of man-child wedding cake! My vote is 1=!! <br /, of film throughout the rest of your life I'll not recommend I'll make another,3.2346928492199946e-05,2
32,If only to avoid making this type, of man-child wedding cake! My vote is 1=!! <br /," of movie, one wouldn't expect it to be so melodramatic and",1.9753293599899992e-05,2
33,If only to avoid making this type, of man-child wedding cake! My vote is 1=!! <br /," of movie because of its recent release as Shallow Grave, this movie sadly just",3.6809185985499956e-05,2
34,If only to avoid making this type," of experience seem pointless, that would share one of the eight resources if you were", of man-child wedding cake! My vote is 1=!! <br /,0.0018789893365465,2
35,If only to avoid making this type, of film my 20-year-old son would like!<|endoftext|>, of film throughout the rest of your life I'll not recommend I'll make another,0.0009665873949416,2
36,If only to avoid making this type, of film my 20-year-old son would like!<|endoftext|>," of movie, one wouldn't expect it to be so melodramatic and",0.0009539937600493001,2
37,If only to avoid making this type, of film my 20-year-old son would like!<|endoftext|>," of movie because of its recent release as Shallow Grave, this movie sadly just",0.0009710496524349,2
38,If only to avoid making this type," of experience seem pointless, that would share one of the eight resources if you were", of film my 20-year-old son would like!<|endoftext|>,0.0009447488700970999,2
39,If only to avoid making this type," of movie, one wouldn't expect it to be so melodramatic and", of film throughout the rest of your life I'll not recommend I'll make another,1.2593634892299954e-05,2
40,If only to avoid making this type, of film throughout the rest of your life I'll not recommend I'll make another," of movie because of its recent release as Shallow Grave, this movie sadly just",4.46225749330001e-06,2
41,If only to avoid making this type," of experience seem pointless, that would share one of the eight resources if you were", of film throughout the rest of your life I'll not recommend I'll make another,0.0019113362650386998,2
42,If only to avoid making this type," of movie, one wouldn't expect it to be so melodramatic and"," of movie because of its recent release as Shallow Grave, this movie sadly just",1.7055892385599964e-05,2
43,If only to avoid making this type," of experience seem pointless, that would share one of the eight resources if you were"," of movie, one wouldn't expect it to be so melodramatic and",0.0018987426301464,2
44,If only to avoid making this type," of experience seem pointless, that would share one of the eight resources if you were"," of movie because of its recent release as Shallow Grave, this movie sadly just",0.001915798522532,2
45,This film was probably inspired by, the accidents at the Vietnam War and the post of war mind experiments accomplished here.," Spinal Tap, that's a slightly mangled remake, but with Stephen Strange",0.002901434898376354,3
46,This film was probably inspired by, the accidents at the Vietnam War and the post of war mind experiments accomplished here., the deaths of film scenes on the screen. It is also probably the exact opposite,0.004285037517547607,3
47,This film was probably inspired by, the accidents at the Vietnam War and the post of war mind experiments accomplished here., this.<br /><br />Here's what I've been looking for:,0.9755760859698057,3
48,This film was probably inspired by," ""Miss Piggy"" and did a decent job of that film creating a realism", the accidents at the Vietnam War and the post of war mind experiments accomplished here.,0.0050348639488220215,3
49,This film was probably inspired by," ""Harpoon"", and the success of the movie is received both with fans", the accidents at the Vietnam War and the post of war mind experiments accomplished here.,0.005361974239349476,3
50,This film was probably inspired by," Spinal Tap, that's a slightly mangled remake, but with Stephen Strange", the deaths of film scenes on the screen. It is also probably the exact opposite,0.0013836026191712536,3
51,This film was probably inspired by," Spinal Tap, that's a slightly mangled remake, but with Stephen Strange", this.<br /><br />Here's what I've been looking for:,0.9726746510714294,3
52,This film was probably inspired by," ""Miss Piggy"" and did a decent job of that film creating a realism"," Spinal Tap, that's a slightly mangled remake, but with Stephen Strange",0.007936298847198375,3
53,This film was probably inspired by," ""Harpoon"", and the success of the movie is received both with fans"," Spinal Tap, that's a slightly mangled remake, but with Stephen Strange",0.00826340913772583,3
54,This film was probably inspired by, the deaths of film scenes on the screen. It is also probably the exact opposite, this.<br /><br />Here's what I've been looking for:,0.9712910484522581,3
55,This film was probably inspired by," ""Miss Piggy"" and did a decent job of that film creating a realism", the deaths of film scenes on the screen. It is also probably the exact opposite,0.009319901466369629,3
56,This film was probably inspired by," ""Harpoon"", and the success of the movie is received both with fans", the deaths of film scenes on the screen. It is also probably the exact opposite,0.009647011756897084,3
57,This film was probably inspired by," ""Miss Piggy"" and did a decent job of that film creating a realism", this.<br /><br />Here's what I've been looking for:,0.9806109499186277,3
58,This film was probably inspired by," ""Harpoon"", and the success of the movie is received both with fans", this.<br /><br />Here's what I've been looking for:,0.9809380602091552,3
59,This film was probably inspired by," ""Harpoon"", and the success of the movie is received both with fans"," ""Miss Piggy"" and did a decent job of that film creating a realism",0.00032711029052745477,3
60,"Oh,"," yeah, OH God, oh, great Director, I mean listen...<br",<|endoftext|>,0.9953789396677166,4
61,"Oh,"," yeah, OH God, oh, great Director, I mean listen...<br"," there's no drug dealing, it's just that they went to school an idiot",0.9971264842897655,4
62,"Oh,"," yeah, OH God, oh, great Director, I mean listen...<br"," did anyone get hurt after watching this film????3/4 out of 10,",0.9970343926688656,4
63,"Oh,"," yeah, OH God, oh, great Director, I mean listen...<br", the film is pathetic! These just an endless number of ridiculous dialogue is given.,0.997294630331453,4
64,"Oh,"," yeah, OH God, oh, great Director, I mean listen...<br"," She Breaks Heart"") in a film as far from your pet of the year",0.9940886145923288,4
65,"Oh,",<|endoftext|>," there's no drug dealing, it's just that they went to school an idiot",0.0017475446220487998,4
66,"Oh,",<|endoftext|>," did anyone get hurt after watching this film????3/4 out of 10,",0.0016554530011489998,4
67,"Oh,",<|endoftext|>, the film is pathetic! These just an endless number of ridiculous dialogue is given.,0.0019156906637363999,4
68,"Oh,"," She Breaks Heart"") in a film as far from your pet of the year",<|endoftext|>,0.0012903250753879,4
69,"Oh,"," did anyone get hurt after watching this film????3/4 out of 10,"," there's no drug dealing, it's just that they went to school an idiot",9.209162089979998e-05,4
70,"Oh,"," there's no drug dealing, it's just that they went to school an idiot", the film is pathetic! These just an endless number of ridiculous dialogue is given.,0.00016814604168759997,4
71,"Oh,"," She Breaks Heart"") in a film as far from your pet of the year"," there's no drug dealing, it's just that they went to school an idiot",0.0030378696974367,4
72,"Oh,"," did anyone get hurt after watching this film????3/4 out of 10,", the film is pathetic! These just an endless number of ridiculous dialogue is given.,0.00026023766258739995,4
73,"Oh,"," She Breaks Heart"") in a film as far from your pet of the year"," did anyone get hurt after watching this film????3/4 out of 10,",0.0029457780765368997,4
74,"Oh,"," She Breaks Heart"") in a film as far from your pet of the year", the film is pathetic! These just an endless number of ridiculous dialogue is given.,0.0032060157391243,4
75,I would put," Rice's movie list really ahead of these accolades, but I've seen a", it as 1 out of 10. So Please don't consider this because i think,0.9956393804750406,5
76,I would put, this down to a director/distributor that wants black's to be seen, it as 1 out of 10. So Please don't consider this because i think,0.0013631802867167002,5
77,I would put," this one off Tier 3. ""Exactly what was 1.5 hours on tape", it as 1 out of 10. So Please don't consider this because i think,1.7535057850199946e-05,5
78,I would put, it as being a great time. There wasn't anything I didn't like about, it as 1 out of 10. So Please don't consider this because i think,0.9982431497774088,5
79,I would put, it out there: Home Theater was a waste of rent.<|endoftext|>, it as 1 out of 10. So Please don't consider this because i think,1.4309771359000004e-05,5
80,I would put," Rice's movie list really ahead of these accolades, but I've seen a", this down to a director/distributor that wants black's to be seen,0.9942762001883239,5
81,I would put," Rice's movie list really ahead of these accolades, but I've seen a"," this one off Tier 3. ""Exactly what was 1.5 hours on tape",0.9956218454171905,5
82,I would put, it as being a great time. There wasn't anything I didn't like about," Rice's movie list really ahead of these accolades, but I've seen a",0.002603769302368164,5
83,I would put," Rice's movie list really ahead of these accolades, but I've seen a", it out there: Home Theater was a waste of rent.<|endoftext|>,0.9956250707036816,5
84,I would put, this down to a director/distributor that wants black's to be seen," this one off Tier 3. ""Exactly what was 1.5 hours on tape",0.0013456452288665,5
85,I would put, it as being a great time. There wasn't anything I didn't like about, this down to a director/distributor that wants black's to be seen,0.996879969490692,5
86,I would put, this down to a director/distributor that wants black's to be seen, it out there: Home Theater was a waste of rent.<|endoftext|>,0.0013488705153577,5
87,I would put, it as being a great time. There wasn't anything I didn't like about," this one off Tier 3. ""Exactly what was 1.5 hours on tape",0.9982256147195586,5
88,I would put," this one off Tier 3. ""Exactly what was 1.5 hours on tape", it out there: Home Theater was a waste of rent.<|endoftext|>,3.2252864911999418e-06,5
89,I would put, it as being a great time. There wasn't anything I didn't like about, it out there: Home Theater was a waste of rent.<|endoftext|>,0.9982288400060497,5
90,Whoever wrote the screenplay for this,"? :) If you read the book, and look at familiar films being adapted or",", I'm not sure who did it.<br /><br />Helen",0.9976941643981264,6
91,Whoever wrote the screenplay for this,"? Justin Timberlake does these movies the right way with 'Dreamworks"". Joe",", I'm not sure who did it.<br /><br />Helen",0.997293561580591,6
92,Whoever wrote the screenplay for this,", I'm not sure who did it.<br /><br />Helen", stinker will have to leave the screen.<br /><br />The director,0.0004167076549492,6
93,Whoever wrote the screenplay for this,", I'm not sure who did it.<br /><br />Helen", film. illustrates the characteristics of modern ambient sound in a tedious way: 1960's,0.0003424593014642,6
94,Whoever wrote the screenplay for this, movie knew what they were talking about. She roasted someone at a baseball game.,", I'm not sure who did it.<br /><br />Helen",0.00017996411770590005,6
95,Whoever wrote the screenplay for this,"? :) If you read the book, and look at familiar films being adapted or","? Justin Timberlake does these movies the right way with 'Dreamworks"". Joe",0.0004006028175354004,6
96,Whoever wrote the screenplay for this,"? :) If you read the book, and look at familiar films being adapted or", stinker will have to leave the screen.<br /><br />The director,0.9981108720530756,6
97,Whoever wrote the screenplay for this,"? :) If you read the book, and look at familiar films being adapted or", film. illustrates the characteristics of modern ambient sound in a tedious way: 1960's,0.9980366236995906,6
98,Whoever wrote the screenplay for this,"? :) If you read the book, and look at familiar films being adapted or", movie knew what they were talking about. She roasted someone at a baseball game.,0.9975142002804205,6
99,Whoever wrote the screenplay for this,"? Justin Timberlake does these movies the right way with 'Dreamworks"". Joe", stinker will have to leave the screen.<br /><br />The director,0.9977102692355402,6
100,Whoever wrote the screenplay for this,"? Justin Timberlake does these movies the right way with 'Dreamworks"". Joe", film. illustrates the characteristics of modern ambient sound in a tedious way: 1960's,0.9976360208820552,6
101,Whoever wrote the screenplay for this,"? Justin Timberlake does these movies the right way with 'Dreamworks"". Joe", movie knew what they were talking about. She roasted someone at a baseball game.,0.9971135974628851,6
102,Whoever wrote the screenplay for this, film. illustrates the characteristics of modern ambient sound in a tedious way: 1960's, stinker will have to leave the screen.<br /><br />The director,7.424835348500002e-05,6
103,Whoever wrote the screenplay for this, movie knew what they were talking about. She roasted someone at a baseball game., stinker will have to leave the screen.<br /><br />The director,0.0005966717726551001,6
104,Whoever wrote the screenplay for this, movie knew what they were talking about. She roasted someone at a baseball game., film. illustrates the characteristics of modern ambient sound in a tedious way: 1960's,0.0005224234191701,6
105,When I, watched Sunday's low budget deeply flawed comedy this show served me well and I can, started watching this movie it was harder to see why other people didn't like it,0.0026353001594544567,7
106,When I, watched Sunday's low budget deeply flawed comedy this show served me well and I can," saw 'The Big Bird: The Fast Breakout Story' (1974), my",0.0011544227600096546,7
107,When I," grew up in this film, it got me from a wider perspective than computer z", watched Sunday's low budget deeply flawed comedy this show served me well and I can,0.0016263127326965332,7
108,When I, watched Sunday's low budget deeply flawed comedy this show served me well and I can," watched the movie several decades later, about a dozen times I've lost count the",0.9932762309908867,7
109,When I, watched Sunday's low budget deeply flawed comedy this show served me well and I can," doubt the rumors like this all, I probably wouldn't use device to show I",0.9967500680359082,7
110,When I," saw 'The Big Bird: The Fast Breakout Story' (1974), my", started watching this movie it was harder to see why other people didn't like it,0.0014808773994448021,7
111,When I," grew up in this film, it got me from a wider perspective than computer z", started watching this movie it was harder to see why other people didn't like it,0.00426161289215099,7
112,When I, started watching this movie it was harder to see why other people didn't like it," watched the movie several decades later, about a dozen times I've lost count the",0.9906409308314322,7
113,When I, started watching this movie it was harder to see why other people didn't like it," doubt the rumors like this all, I probably wouldn't use device to show I",0.9941147678764537,7
114,When I," grew up in this film, it got me from a wider perspective than computer z"," saw 'The Big Bird: The Fast Breakout Story' (1974), my",0.002780735492706188,7
115,When I," saw 'The Big Bird: The Fast Breakout Story' (1974), my"," watched the movie several decades later, about a dozen times I've lost count the",0.992121808230877,7
116,When I," saw 'The Big Bird: The Fast Breakout Story' (1974), my"," doubt the rumors like this all, I probably wouldn't use device to show I",0.9955956452758985,7
117,When I," grew up in this film, it got me from a wider perspective than computer z"," watched the movie several decades later, about a dozen times I've lost count the",0.9949025437235832,7
118,When I," grew up in this film, it got me from a wider perspective than computer z"," doubt the rumors like this all, I probably wouldn't use device to show I",0.9983763807686047,7
119,When I," watched the movie several decades later, about a dozen times I've lost count the"," doubt the rumors like this all, I probably wouldn't use device to show I",0.0034738370450214003,7
120,"Who are these ""They""- the", ones who travel insane to seek asylum!<br /><br />Great point," most dependable members of your own community? Are the assigned ""teachers""",0.0033776694908737998,8
121,"Who are these ""They""- the"," most dependable members of your own community? Are the assigned ""teachers"""," Mob? In three or four frames, expect a very chopped-down version of",0.008907003968488399,8
122,"Who are these ""They""- the"," creators in Any Country In Time fame? Why, when your made it to Television"," most dependable members of your own community? Are the assigned ""teachers""",0.0098555097356438,8
123,"Who are these ""They""- the"," most dependable members of your own community? Are the assigned ""teachers""", video-gag factories or the military? Who are they? Is austerity painful,0.002579951658845,8
124,"Who are these ""They""- the"," thirty century ruling class and unthinking corporations who want to take care of them,"," most dependable members of your own community? Are the assigned ""teachers""",0.002760706469416601,8
125,"Who are these ""They""- the", ones who travel insane to seek asylum!<br /><br />Great point," Mob? In three or four frames, expect a very chopped-down version of",0.012284673459362199,8
126,"Who are these ""They""- the"," creators in Any Country In Time fame? Why, when your made it to Television", ones who travel insane to seek asylum!<br /><br />Great point,0.00647784024477,8
127,"Who are these ""They""- the", ones who travel insane to seek asylum!<br /><br />Great point, video-gag factories or the military? Who are they? Is austerity painful,0.0059576211497188,8
128,"Who are these ""They""- the", ones who travel insane to seek asylum!<br /><br />Great point," thirty century ruling class and unthinking corporations who want to take care of them,",0.0006169630214571988,8
129,"Who are these ""They""- the"," creators in Any Country In Time fame? Why, when your made it to Television"," Mob? In three or four frames, expect a very chopped-down version of",0.0187625137041322,8
130,"Who are these ""They""- the", video-gag factories or the military? Who are they? Is austerity painful," Mob? In three or four frames, expect a very chopped-down version of",0.006327052309643399,8
131,"Who are these ""They""- the"," thirty century ruling class and unthinking corporations who want to take care of them,"," Mob? In three or four frames, expect a very chopped-down version of",0.011667710437905,8
132,"Who are these ""They""- the"," creators in Any Country In Time fame? Why, when your made it to Television", video-gag factories or the military? Who are they? Is austerity painful,0.0124354613944888,8
133,"Who are these ""They""- the"," creators in Any Country In Time fame? Why, when your made it to Television"," thirty century ruling class and unthinking corporations who want to take care of them,",0.0070948032662271985,8
134,"Who are these ""They""- the"," thirty century ruling class and unthinking corporations who want to take care of them,", video-gag factories or the military? Who are they? Is austerity painful,0.005340658128261601,8
135,This is said to be a, Colonel mentioning things that he likes and generally not giving others as a mate. Why," complete waste of time, which includes 3000 song lyrics, which are pretty much unnecessary",0.0005475779762492,9
136,This is said to be a, Colonel mentioning things that he likes and generally not giving others as a mate. Why," ""cover up"" film shot on some sort of unverified ""initial quality""",0.0004541638190858,9
137,This is said to be a," comedy set in the Forther Monster form, so sayeth the synopsis for a", Colonel mentioning things that he likes and generally not giving others as a mate. Why,0.0088590750237927,9
138,This is said to be a, collation of practically every Mob god french version of Bazooka.This follows, Colonel mentioning things that he likes and generally not giving others as a mate. Why,0.0004949610447510999,9
139,This is said to be a," ""safe"" movie, anyway. Not very controversial at all, falling short of", Colonel mentioning things that he likes and generally not giving others as a mate. Why,0.9933122846996412,9
140,This is said to be a," ""cover up"" film shot on some sort of unverified ""initial quality"""," complete waste of time, which includes 3000 song lyrics, which are pretty much unnecessary",9.341415716340002e-05,9
141,This is said to be a," comedy set in the Forther Monster form, so sayeth the synopsis for a"," complete waste of time, which includes 3000 song lyrics, which are pretty much unnecessary",0.0094066530000419,9
142,This is said to be a, collation of practically every Mob god french version of Bazooka.This follows," complete waste of time, which includes 3000 song lyrics, which are pretty much unnecessary",0.0010425390210003,9
143,This is said to be a," ""safe"" movie, anyway. Not very controversial at all, falling short of"," complete waste of time, which includes 3000 song lyrics, which are pretty much unnecessary",0.9938598626758904,9
144,This is said to be a," comedy set in the Forther Monster form, so sayeth the synopsis for a"," ""cover up"" film shot on some sort of unverified ""initial quality""",0.009313238842878501,9
145,This is said to be a, collation of practically every Mob god french version of Bazooka.This follows," ""cover up"" film shot on some sort of unverified ""initial quality""",0.0009491248638368999,9
146,This is said to be a," ""safe"" movie, anyway. Not very controversial at all, falling short of"," ""cover up"" film shot on some sort of unverified ""initial quality""",0.993766448518727,9
147,This is said to be a," comedy set in the Forther Monster form, so sayeth the synopsis for a", collation of practically every Mob god french version of Bazooka.This follows,0.0083641139790416,9
148,This is said to be a," ""safe"" movie, anyway. Not very controversial at all, falling short of"," comedy set in the Forther Monster form, so sayeth the synopsis for a",0.9844532096758485,9
149,This is said to be a," ""safe"" movie, anyway. Not very controversial at all, falling short of", collation of practically every Mob god french version of Bazooka.This follows,0.9928173236548901,9
150,It was great," to see Aidan Davies, Julie Pace, and Carey Mulligan again with g",!!! A great movie! I'll give them better than?????<br /,0.00021445751190174445,10
151,It was great,!!! A great movie! I'll give them better than?????<br /,.<br /><br />8.9<|endoftext|>,0.0001731514930726208,10
152,It was great,!!! A great movie! I'll give them better than?????<br /,", I love it! It is not a good movie.<br /><",0.9953027749434116,10
153,It was great,!!! A great movie! I'll give them better than?????<br /, to see Jonathan Russell paring Posey's body through PH. and to some,0.0008118152618408203,10
154,It was great,!!! A great movie! I'll give them better than?????<br /, to see a movie released just before WWI transformed from the combat to the theater,6.228685379039423e-05,10
155,It was great," to see Aidan Davies, Julie Pace, and Carey Mulligan again with g",.<br /><br />8.9<|endoftext|>,0.00038760900497436523,10
156,It was great," to see Aidan Davies, Julie Pace, and Carey Mulligan again with g",", I love it! It is not a good movie.<br /><",0.9955172324553133,10
157,It was great," to see Aidan Davies, Julie Pace, and Carey Mulligan again with g", to see Jonathan Russell paring Posey's body through PH. and to some,0.0010262727737425648,10
158,It was great," to see Aidan Davies, Julie Pace, and Carey Mulligan again with g", to see a movie released just before WWI transformed from the combat to the theater,0.00027674436569213867,10
159,It was great,.<br /><br />8.9<|endoftext|>,", I love it! It is not a good movie.<br /><",0.995129623450339,10
160,It was great,.<br /><br />8.9<|endoftext|>, to see Jonathan Russell paring Posey's body through PH. and to some,0.0006386637687681995,10
161,It was great, to see a movie released just before WWI transformed from the combat to the theater,.<br /><br />8.9<|endoftext|>,0.00011086463928222656,10
162,It was great, to see Jonathan Russell paring Posey's body through PH. and to some,", I love it! It is not a good movie.<br /><",0.9944909596815708,10
163,It was great, to see a movie released just before WWI transformed from the combat to the theater,", I love it! It is not a good movie.<br /><",0.9952404880896212,10
164,It was great, to see a movie released just before WWI transformed from the combat to the theater, to see Jonathan Russell paring Posey's body through PH. and to some,0.0007495284080504261,10
165,I can't believe, I remember the talented guys in silver. I wonder if I missed the breaking point, the women are grinching about that so much; I don't see how,0.0021433722577057,11
166,I can't believe, I remember the talented guys in silver. I wonder if I missed the breaking point, anything was inserted into the film body. Dressed up in scar-patterns,0.0023962060222402,11
167,I can't believe, I remember the talented guys in silver. I wonder if I missed the breaking point," nobody is putting together his videos!"" Boba Fett, The Chick(Jeff",5.222158506500065e-06,11
168,I can't believe, that we lost Sandy. She is so cute. The characters are ingenious and despite, I remember the talented guys in silver. I wonder if I missed the breaking point,0.995756157906726,11
169,I can't believe, I remember the talented guys in silver. I wonder if I missed the breaking point," that people thought that ""the range of harmful against this talk show""front """,0.0021724836551584,11
170,I can't believe, the women are grinching about that so much; I don't see how, anything was inserted into the film body. Dressed up in scar-patterns,0.0002528337645345,11
171,I can't believe," nobody is putting together his videos!"" Boba Fett, The Chick(Jeff", the women are grinching about that so much; I don't see how,0.0021381500991991998,11
172,I can't believe, that we lost Sandy. She is so cute. The characters are ingenious and despite, the women are grinching about that so much; I don't see how,0.9978995301644317,11
173,I can't believe, the women are grinching about that so much; I don't see how," that people thought that ""the range of harmful against this talk show""front """,2.911139745270005e-05,11
174,I can't believe," nobody is putting together his videos!"" Boba Fett, The Chick(Jeff", anything was inserted into the film body. Dressed up in scar-patterns,0.0023909838637336998,11
175,I can't believe, that we lost Sandy. She is so cute. The characters are ingenious and despite, anything was inserted into the film body. Dressed up in scar-patterns,0.9981523639289662,11
176,I can't believe," that people thought that ""the range of harmful against this talk show""front """, anything was inserted into the film body. Dressed up in scar-patterns,0.00022372236708179994,11
177,I can't believe, that we lost Sandy. She is so cute. The characters are ingenious and despite," nobody is putting together his videos!"" Boba Fett, The Chick(Jeff",0.9957613800652325,11
178,I can't believe," nobody is putting together his videos!"" Boba Fett, The Chick(Jeff"," that people thought that ""the range of harmful against this talk show""front """,0.0021672614966519,11
179,I can't believe, that we lost Sandy. She is so cute. The characters are ingenious and despite," that people thought that ""the range of harmful against this talk show""front """,0.9979286415618844,11
180,Never cast models and, legendary actors who have regyered countless hard earned parts. I'd recommend this, actresses for unrealistic jobs. Lesley Gramm saw her career get cut short when,0.9975958954310047,12
181,Never cast models and, legendary actors who have regyered countless hard earned parts. I'd recommend this," talk with them like they are really anthropomorphic, or even robots' design.<",0.9964381877798588,12
182,Never cast models and, legendary actors who have regyered countless hard earned parts. I'd recommend this," doesn't want to wear makeup. I like everything about Rob Schneider's work,",0.004608631134033203,12
183,Never cast models and, legendary actors who have regyered countless hard earned parts. I'd recommend this," actresses! 'Fat Albert' has an actor known only loosely as a desperation,",0.9980484490515665,12
184,Never cast models and, legendary actors who have regyered countless hard earned parts. I'd recommend this, scene-stealers. Would you buy like This would be the moment in,0.9982303754077294,12
185,Never cast models and," talk with them like they are really anthropomorphic, or even robots' design.<", actresses for unrealistic jobs. Lesley Gramm saw her career get cut short when,0.0011577076511458,12
186,Never cast models and," doesn't want to wear makeup. I like everything about Rob Schneider's work,", actresses for unrealistic jobs. Lesley Gramm saw her career get cut short when,0.9929872642969715,12
187,Never cast models and, actresses for unrealistic jobs. Lesley Gramm saw her career get cut short when," actresses! 'Fat Albert' has an actor known only loosely as a desperation,",0.0004525536205619001,12
188,Never cast models and, actresses for unrealistic jobs. Lesley Gramm saw her career get cut short when, scene-stealers. Would you buy like This would be the moment in,0.0006344799767248001,12
189,Never cast models and," doesn't want to wear makeup. I like everything about Rob Schneider's work,"," talk with them like they are really anthropomorphic, or even robots' design.<",0.9918295566458256,12
190,Never cast models and," talk with them like they are really anthropomorphic, or even robots' design.<"," actresses! 'Fat Albert' has an actor known only loosely as a desperation,",0.0016102612717077002,12
191,Never cast models and," talk with them like they are really anthropomorphic, or even robots' design.<", scene-stealers. Would you buy like This would be the moment in,0.0017921876278706001,12
192,Never cast models and," doesn't want to wear makeup. I like everything about Rob Schneider's work,"," actresses! 'Fat Albert' has an actor known only loosely as a desperation,",0.9934398179175333,12
193,Never cast models and," doesn't want to wear makeup. I like everything about Rob Schneider's work,", scene-stealers. Would you buy like This would be the moment in,0.9936217442736962,12
194,Never cast models and," actresses! 'Fat Albert' has an actor known only loosely as a desperation,", scene-stealers. Would you buy like This would be the moment in,0.00018192635616289996,12
