,prompt,chosen,rejected,diff,source_index
28,"Oh,",<|endoftext|>," did anyone get hurt after watching this film????3/4 out of 10,",0.0016554530011489998,4
29,"Oh,"," did anyone get hurt after watching this film????3/4 out of 10,"," there's no drug dealing, it's just that they went to school an idiot",9.209162089979998e-05,4
30,I would put," Rice's movie list really ahead of these accolades, but I've seen a", it as 1 out of 10. So Please don't consider this because i think,0.9956393804750406,5
31,I would put, this down to a director/distributor that wants black's to be seen, it as 1 out of 10. So Please don't consider this because i think,0.0013631802867167002,5
32,I would put," this one off Tier 3. ""Exactly what was 1.5 hours on tape", it as 1 out of 10. So Please don't consider this because i think,1.7535057850199946e-05,5
33,I would put," Rice's movie list really ahead of these accolades, but I've seen a", this down to a director/distributor that wants black's to be seen,0.9942762001883239,5
34,I would put," Rice's movie list really ahead of these accolades, but I've seen a"," this one off Tier 3. ""Exactly what was 1.5 hours on tape",0.9956218454171905,5
35,I would put, this down to a director/distributor that wants black's to be seen," this one off Tier 3. ""Exactly what was 1.5 hours on tape",0.0013456452288665,5
36,Whoever wrote the screenplay for this,"? :) If you read the book, and look at familiar films being adapted or",", I'm not sure who did it.<br /><br />Helen",0.9976941643981264,6
37,Whoever wrote the screenplay for this,"? Justin Timberlake does these movies the right way with 'Dreamworks"". Joe",", I'm not sure who did it.<br /><br />Helen",0.997293561580591,6
38,Whoever wrote the screenplay for this,", I'm not sure who did it.<br /><br />Helen", stinker will have to leave the screen.<br /><br />The director,0.0004167076549492,6
39,Whoever wrote the screenplay for this,"? :) If you read the book, and look at familiar films being adapted or","? Justin Timberlake does these movies the right way with 'Dreamworks"". Joe",0.0004006028175354004,6
40,Whoever wrote the screenplay for this,"? :) If you read the book, and look at familiar films being adapted or", stinker will have to leave the screen.<br /><br />The director,0.9981108720530756,6
41,Whoever wrote the screenplay for this,"? Justin Timberlake does these movies the right way with 'Dreamworks"". Joe", stinker will have to leave the screen.<br /><br />The director,0.9977102692355402,6
42,When I, watched Sunday's low budget deeply flawed comedy this show served me well and I can, started watching this movie it was harder to see why other people didn't like it,0.0026353001594544567,7
43,When I, watched Sunday's low budget deeply flawed comedy this show served me well and I can," saw 'The Big Bird: The Fast Breakout Story' (1974), my",0.0011544227600096546,7
44,When I," grew up in this film, it got me from a wider perspective than computer z", watched Sunday's low budget deeply flawed comedy this show served me well and I can,0.0016263127326965332,7
45,When I," saw 'The Big Bird: The Fast Breakout Story' (1974), my", started watching this movie it was harder to see why other people didn't like it,0.0014808773994448021,7
46,When I," grew up in this film, it got me from a wider perspective than computer z", started watching this movie it was harder to see why other people didn't like it,0.00426161289215099,7
47,When I," grew up in this film, it got me from a wider perspective than computer z"," saw 'The Big Bird: The Fast Breakout Story' (1974), my",0.002780735492706188,7
48,"Who are these ""They""- the", ones who travel insane to seek asylum!<br /><br />Great point," most dependable members of your own community? Are the assigned ""teachers""",0.0033776694908737998,8
49,"Who are these ""They""- the"," most dependable members of your own community? Are the assigned ""teachers"""," Mob? In three or four frames, expect a very chopped-down version of",0.008907003968488399,8
50,"Who are these ""They""- the"," creators in Any Country In Time fame? Why, when your made it to Television"," most dependable members of your own community? Are the assigned ""teachers""",0.0098555097356438,8
51,"Who are these ""They""- the", ones who travel insane to seek asylum!<br /><br />Great point," Mob? In three or four frames, expect a very chopped-down version of",0.012284673459362199,8
52,"Who are these ""They""- the"," creators in Any Country In Time fame? Why, when your made it to Television", ones who travel insane to seek asylum!<br /><br />Great point,0.00647784024477,8
53,"Who are these ""They""- the"," creators in Any Country In Time fame? Why, when your made it to Television"," Mob? In three or four frames, expect a very chopped-down version of",0.0187625137041322,8
54,This is said to be a, Colonel mentioning things that he likes and generally not giving others as a mate. Why," complete waste of time, which includes 3000 song lyrics, which are pretty much unnecessary",0.0005475779762492,9
55,This is said to be a, Colonel mentioning things that he likes and generally not giving others as a mate. Why," ""cover up"" film shot on some sort of unverified ""initial quality""",0.0004541638190858,9
56,This is said to be a," comedy set in the Forther Monster form, so sayeth the synopsis for a", Colonel mentioning things that he likes and generally not giving others as a mate. Why,0.0088590750237927,9
57,This is said to be a," ""cover up"" film shot on some sort of unverified ""initial quality"""," complete waste of time, which includes 3000 song lyrics, which are pretty much unnecessary",9.341415716340002e-05,9
58,This is said to be a," comedy set in the Forther Monster form, so sayeth the synopsis for a"," complete waste of time, which includes 3000 song lyrics, which are pretty much unnecessary",0.0094066530000419,9
59,This is said to be a," comedy set in the Forther Monster form, so sayeth the synopsis for a"," ""cover up"" film shot on some sort of unverified ""initial quality""",0.009313238842878501,9
60,It was great," to see Aidan Davies, Julie Pace, and Carey Mulligan again with g",!!! A great movie! I'll give them better than?????<br /,0.00021445751190174445,10
61,It was great,!!! A great movie! I'll give them better than?????<br /,.<br /><br />8.9<|endoftext|>,0.0001731514930726208,10
62,It was great,!!! A great movie! I'll give them better than?????<br /,", I love it! It is not a good movie.<br /><",0.9953027749434116,10
63,It was great," to see Aidan Davies, Julie Pace, and Carey Mulligan again with g",.<br /><br />8.9<|endoftext|>,0.00038760900497436523,10
64,It was great," to see Aidan Davies, Julie Pace, and Carey Mulligan again with g",", I love it! It is not a good movie.<br /><",0.9955172324553133,10
65,It was great,.<br /><br />8.9<|endoftext|>,", I love it! It is not a good movie.<br /><",0.995129623450339,10
66,I can't believe, I remember the talented guys in silver. I wonder if I missed the breaking point, the women are grinching about that so much; I don't see how,0.0021433722577057,11
67,I can't believe, I remember the talented guys in silver. I wonder if I missed the breaking point, anything was inserted into the film body. Dressed up in scar-patterns,0.0023962060222402,11
68,I can't believe, I remember the talented guys in silver. I wonder if I missed the breaking point," nobody is putting together his videos!"" Boba Fett, The Chick(Jeff",5.222158506500065e-06,11
69,I can't believe, the women are grinching about that so much; I don't see how, anything was inserted into the film body. Dressed up in scar-patterns,0.0002528337645345,11
70,I can't believe," nobody is putting together his videos!"" Boba Fett, The Chick(Jeff", the women are grinching about that so much; I don't see how,0.0021381500991991998,11
71,I can't believe," nobody is putting together his videos!"" Boba Fett, The Chick(Jeff", anything was inserted into the film body. Dressed up in scar-patterns,0.0023909838637336998,11
72,Never cast models and, legendary actors who have regyered countless hard earned parts. I'd recommend this, actresses for unrealistic jobs. Lesley Gramm saw her career get cut short when,0.9975958954310047,12
73,Never cast models and, legendary actors who have regyered countless hard earned parts. I'd recommend this," talk with them like they are really anthropomorphic, or even robots' design.<",0.9964381877798588,12
74,Never cast models and, legendary actors who have regyered countless hard earned parts. I'd recommend this," doesn't want to wear makeup. I like everything about Rob Schneider's work,",0.004608631134033203,12
75,Never cast models and," talk with them like they are really anthropomorphic, or even robots' design.<", actresses for unrealistic jobs. Lesley Gramm saw her career get cut short when,0.0011577076511458,12
76,Never cast models and," doesn't want to wear makeup. I like everything about Rob Schneider's work,", actresses for unrealistic jobs. Lesley Gramm saw her career get cut short when,0.9929872642969715,12
77,Never cast models and," doesn't want to wear makeup. I like everything about Rob Schneider's work,"," talk with them like they are really anthropomorphic, or even robots' design.<",0.9918295566458256,12
78,Its not the cast," that gets mentioned, i think Auden and Dan got the big deal in the", that I thought was cool. Fox was making a movie about a guy who escaped,0.9904077699757182,13
79,Its not the cast," that gets mentioned, i think Auden and Dan got the big deal in the",", the story, or the ending of the show, that causes it so much",0.987398938741535,13
80,Its not the cast," that I almost blame for everything else, but instead these guys put on the timely"," that gets mentioned, i think Auden and Dan got the big deal in the",0.0075522661209106445,13
81,Its not the cast,", the story, or the ending of the show, that causes it so much", that I thought was cool. Fox was making a movie about a guy who escaped,0.0030088312341832,13
82,Its not the cast," that I almost blame for everything else, but instead these guys put on the timely", that I thought was cool. Fox was making a movie about a guy who escaped,0.9979600360966289,13
83,Its not the cast," that I almost blame for everything else, but instead these guys put on the timely",", the story, or the ending of the show, that causes it so much",0.9949512048624456,13
84,"Today I found ""They All L","aughed at Me"" to be far more funny than what I saw in New York","aughed Together in Seeds"" free but I have nothing else to do, sorry about",0.9961537658236922,14
85,"Today I found ""They All L","aughed"" as one of the funniest movies I have ever seen. Much of","aughed Together in Seeds"" free but I have nothing else to do, sorry about",0.996520274784416,14
86,"Today I found ""They All L","aughed Together in Seeds"" free but I have nothing else to do, sorry about","aughed"" in a chronological context, and ""Transformers Unleashed"" phoned into",0.0017463462427259,14
87,"Today I found ""They All L","aughed"" as one of the funniest movies I have ever seen. Much of","aughed at Me"" to be far more funny than what I saw in New York",0.00036650896072376593,14
88,"Today I found ""They All L","aughed at Me"" to be far more funny than what I saw in New York","aughed"" in a chronological context, and ""Transformers Unleashed"" phoned into",0.9979001120664182,14
89,"Today I found ""They All L","aughed"" as one of the funniest movies I have ever seen. Much of","aughed"" in a chronological context, and ""Transformers Unleashed"" phoned into",0.9982666210271419,14
90,This film is just plain horrible., I constantly ask myself why I watch a movie like this.<|endoftext|>, It doesn't have the same gravity as a busy location movie is tall on the,6.212037988000021e-06,15
91,This film is just plain horrible., Director Elizabeth Hearn has created a completely gripping and brutally honest portrayal of a tri, I constantly ask myself why I watch a movie like this.<|endoftext|>,0.00018295884365220007,15
92,This film is just plain horrible., I constantly ask myself why I watch a movie like this.<|endoftext|>," The story is peppered with dialogue and jokes which, while shocking, are not",6.4536579884e-06,15
93,This film is just plain horrible., Director Elizabeth Hearn has created a completely gripping and brutally honest portrayal of a tri, It doesn't have the same gravity as a busy location movie is tall on the,0.0001891708816402001,15
94,This film is just plain horrible., It doesn't have the same gravity as a busy location movie is tall on the," The story is peppered with dialogue and jokes which, while shocking, are not",2.4162000039997834e-07,15
95,This film is just plain horrible., Director Elizabeth Hearn has created a completely gripping and brutally honest portrayal of a tri," The story is peppered with dialogue and jokes which, while shocking, are not",0.00018941250164060007,15
96,My interest in, technothèque can lead to video games that develop more graphic mind games., the story-track to this film's climax gave rise to this curiosity. In,0.0003453493118286133,16
97,My interest in, this production is that it ties everything together and has far-reaching followings both, the story-track to this film's climax gave rise to this curiosity. In,0.002658247947692982,16
98,My interest in, the story-track to this film's climax gave rise to this curiosity. In, the whole '99 kids' thing the lead Charlize Theron group doesn't,0.9935913728550078,16
99,My interest in, this production is that it ties everything together and has far-reaching followings both, technothèque can lead to video games that develop more graphic mind games.,0.002312898635864369,16
100,My interest in, technothèque can lead to video games that develop more graphic mind games., the whole '99 kids' thing the lead Charlize Theron group doesn't,0.9939367221668364,16
101,My interest in, this production is that it ties everything together and has far-reaching followings both, the whole '99 kids' thing the lead Charlize Theron group doesn't,0.9962496208027007,16
102,I have this," very strong expectation that this movie will be made, so if it may please you"," in consideration to ask,"" bringing it to the B party, it costs about $",0.9890684448182584,17
103,I have this," in consideration to ask,"" bringing it to the B party, it costs about $", film on it'd be more reliable if the deal were so simple as being:,0.0026711276732385002,17
104,I have this, favorable impression about *Edibleags* of Jean Claude Monet.<br /," in consideration to ask,"" bringing it to the B party, it costs about $",0.9887345992028713,17
105,I have this," very strong expectation that this movie will be made, so if it may please you", film on it'd be more reliable if the deal were so simple as being:,0.9917395724914969,17
106,I have this," very strong expectation that this movie will be made, so if it may please you", favorable impression about *Edibleags* of Jean Claude Monet.<br /,0.0003338456153870739,17
107,I have this, favorable impression about *Edibleags* of Jean Claude Monet.<br /, film on it'd be more reliable if the deal were so simple as being:,0.9914057268761098,17
108,I think I will, accept the scepticism of the crowd I encountered. It's one of those movies, watch Danish TV again. I will watch all European Monastas for my work,0.00011926889419544562,18
109,I think I will, watch Danish TV again. I will watch all European Monastas for my work, try it here.<|endoftext|>,0.001535654067993164,18
110,I think I will, watch Danish TV again. I will watch all European Monastas for my work, have cats at the end of the day but am not a big fan of anyone,0.9973665857687593,18
111,I think I will, accept the scepticism of the crowd I encountered. It's one of those movies, try it here.<|endoftext|>,0.0016549229621886097,18
112,I think I will, accept the scepticism of the crowd I encountered. It's one of those movies, have cats at the end of the day but am not a big fan of anyone,0.9974858546629547,18
113,I think I will, try it here.<|endoftext|>, have cats at the end of the day but am not a big fan of anyone,0.9958309317007661,18
114,Pros: Nothing<br /><,"br />""A Souls Of The Sea"" is fairly tolerable with some grace",br />Acting: Fassbinder-- Tim Burton's turtles look more,0.0060039104428142,19
115,Pros: Nothing<br /><,"br />""A Souls Of The Sea"" is fairly tolerable with some grace",br />2/10(trying to make some sense out of my meaningless,0.008094758319202798,19
116,Pros: Nothing<br /><,"br />""A Souls Of The Sea"" is fairly tolerable with some grace",br />As hosting headliners at an event with no reality on the making this,0.0080852077808231,19
117,Pros: Nothing<br /><,br />Acting: Fassbinder-- Tim Burton's turtles look more,br />2/10(trying to make some sense out of my meaningless,0.0020908478763886,19
118,Pros: Nothing<br /><,br />Acting: Fassbinder-- Tim Burton's turtles look more,br />As hosting headliners at an event with no reality on the making this,0.0020812973380088997,19
119,Pros: Nothing<br /><,br />As hosting headliners at an event with no reality on the making this,br />2/10(trying to make some sense out of my meaningless,9.550538379699968e-06,19
120,If the," music is good, meaning the girlfriends are looking for some special time as teachers,", score would have been better this film would've got better credit reviews and certainly better,0.020715534687042236,20
121,If the, score would have been better this film would've got better credit reviews and certainly better," film can say something bad about it or the ending of the movie, you'd",0.060076236724853516,20
122,If the, score would have been better this film would've got better credit reviews and certainly better," filmmakers were confused about their intended goal and intentions, it is incidental. At first",0.9752433558460326,20
123,If the," music is good, meaning the girlfriends are looking for some special time as teachers,"," film can say something bad about it or the ending of the movie, you'd",0.08079177141189575,20
124,If the," music is good, meaning the girlfriends are looking for some special time as teachers,"," filmmakers were confused about their intended goal and intentions, it is incidental. At first",0.9959588905330748,20
125,If the," film can say something bad about it or the ending of the movie, you'd"," filmmakers were confused about their intended goal and intentions, it is incidental. At first",0.9151671191211791,20
126,1st," century, The Scoreunes, drawn from texts by Jung and Ksong's Gr"," Generation or 1932. Bob Van Auken is Michael Berry, who plays Edgar",0.00186997652053833,21
127,1st," Generation or 1932. Bob Van Auken is Michael Berry, who plays Edgar"," Liberty Day is more a celebration of Dressed For Death, Cramped on the",0.9916886828141287,21
128,1st," pp 3PM-4PM. +$5/movie, I highly recommend"," Generation or 1932. Bob Van Auken is Michael Berry, who plays Edgar",0.005586743354797363,21
129,1st," century, The Scoreunes, drawn from texts by Jung and Ksong's Gr"," Liberty Day is more a celebration of Dressed For Death, Cramped on the",0.993558659334667,21
130,1st," pp 3PM-4PM. +$5/movie, I highly recommend"," century, The Scoreunes, drawn from texts by Jung and Ksong's Gr",0.003716766834259033,21
131,1st," pp 3PM-4PM. +$5/movie, I highly recommend"," Liberty Day is more a celebration of Dressed For Death, Cramped on the",0.9972754261689261,21
132,There's," going to be such a show on the way!"" nah, maybe next time", also comments saying directly about this movie. No i haven't heard of an action,0.0020907307043672,22
133,There's," a bunch of people I personally wouldn't want to perpetuate screaming over, but they", also comments saying directly about this movie. No i haven't heard of an action,0.0020594249945134,22
134,There's, no need to worry about the allure of feminine thébec characterizations as, also comments saying directly about this movie. No i haven't heard of an action,0.0083932604175061,22
135,There's," going to be such a show on the way!"" nah, maybe next time"," a bunch of people I personally wouldn't want to perpetuate screaming over, but they",3.130570985380001e-05,22
136,There's, no need to worry about the allure of feminine thébec characterizations as," going to be such a show on the way!"" nah, maybe next time",0.006302529713138901,22
137,There's, no need to worry about the allure of feminine thébec characterizations as," a bunch of people I personally wouldn't want to perpetuate screaming over, but they",0.006333835422992701,22
138,En route to a small, enough township where he is stranded is a 15 year old boy he loves. Baby," town, his family are attacked and when Michael starts movin' out through the",0.006957530975341797,23
139,En route to a small," town, his family are attacked and when Michael starts movin' out through the"," town, it gets seriously cold here. That is. The local deputy is deserted",0.9848027310799808,23
140,En route to a small," family, he meets Bakusawa. He tells Georg' Dynasty that the structured"," town, his family are attacked and when Michael starts movin' out through the",0.0033670663833618164,23
141,En route to a small, enough township where he is stranded is a 15 year old boy he loves. Baby," town, it gets seriously cold here. That is. The local deputy is deserted",0.9917602620553226,23
142,En route to a small, enough township where he is stranded is a 15 year old boy he loves. Baby," family, he meets Bakusawa. He tells Georg' Dynasty that the structured",0.0035904645919799805,23
143,En route to a small," family, he meets Bakusawa. He tells Georg' Dynasty that the structured"," town, it gets seriously cold here. That is. The local deputy is deserted",0.9881697974633427,23
144,Without wishing to be a kill,joy or to lose my Tom Kaczmarek in a horror movie from,"joy, what movie is here that succeeds? let it be Creepers while she",0.976900948677212,24
145,Without wishing to be a kill,"joy, I like K-9 and/or some similar sneaks, but",joy or to lose my Tom Kaczmarek in a horror movie from,0.011863112449645996,24
146,Without wishing to be a kill,joy or to lose my Tom Kaczmarek in a horror movie from,joy of this junk it's not only the British version but also the Japanese version,0.9836610622587614,24
147,Without wishing to be a kill,"joy, I like K-9 and/or some similar sneaks, but","joy, what movie is here that succeeds? let it be Creepers while she",0.988764061126858,24
148,Without wishing to be a kill,"joy, what movie is here that succeeds? let it be Creepers while she",joy of this junk it's not only the British version but also the Japanese version,0.0067601135815494,24
149,Without wishing to be a kill,"joy, I like K-9 and/or some similar sneaks, but",joy of this junk it's not only the British version but also the Japanese version,0.9955241747084074,24
150,My girlfriend once, saw this movie. I'm looking forward to her VIP availability.<|endoftext|>, told me that my dad was so beautiful. Cruelly honest.<br /,0.0019245147705078125,25
151,My girlfriend once, told me that my dad was so beautiful. Cruelly honest.<br /, fell in love. A big mistake was to rent this movie. I hate sequels,0.9961168984300458,25
152,My girlfriend once," said : ""This at least means one life to me!"" She stated : """, told me that my dad was so beautiful. Cruelly honest.<br /,9.98377799987793e-05,25
153,My girlfriend once, saw this movie. I'm looking forward to her VIP availability.<|endoftext|>, fell in love. A big mistake was to rent this movie. I hate sequels,0.9980414132005536,25
154,My girlfriend once, saw this movie. I'm looking forward to her VIP availability.<|endoftext|>," said : ""This at least means one life to me!"" She stated : """,0.0018246769905090332,25
155,My girlfriend once," said : ""This at least means one life to me!"" She stated : """, fell in love. A big mistake was to rent this movie. I hate sequels,0.9962167362100446,25
156,Amateur, documentary speaker will give more insightful commentary than most documentary speakers but it must go to," journalist of the week"" who showed segments of politics outside the classroom.<|endoftext|>",0.005979657173156738,26
157,Amateur, documentary speaker will give more insightful commentary than most documentary speakers but it must go to, versions have Ben White and Trent Alvino.<br /><br />On the,0.9827570784837008,26
158,Amateur,"ize"".<br /><br />The leads are comfortable, funny, and", documentary speaker will give more insightful commentary than most documentary speakers but it must go to,0.0004373788833618164,26
159,Amateur," journalist of the week"" who showed segments of politics outside the classroom.<|endoftext|>", versions have Ben White and Trent Alvino.<br /><br />On the,0.976777421310544,26
160,Amateur,"ize"".<br /><br />The leads are comfortable, funny, and"," journalist of the week"" who showed segments of politics outside the classroom.<|endoftext|>",0.006417036056518555,26
161,Amateur,"ize"".<br /><br />The leads are comfortable, funny, and", versions have Ben White and Trent Alvino.<br /><br />On the,0.9831944573670626,26
162,OK its, my favorite in the series with Johansson's readelf who is a weird mess, been a while.I've heard some complaints about how imitating Karsugi,0.9966353615745903,27
163,OK its, still growing and definitely our favorite kind of Sci-Fi epic action entertainment now and, been a while.I've heard some complaints about how imitating Karsugi,0.9967064699158074,27
164,OK its," a bit too easy to categorize as anything but anime, at times it is", been a while.I've heard some complaints about how imitating Karsugi,0.9931208333000542,27
165,OK its, still growing and definitely our favorite kind of Sci-Fi epic action entertainment now and, my favorite in the series with Johansson's readelf who is a weird mess,7.110834121704102e-05,27
166,OK its, my favorite in the series with Johansson's readelf who is a weird mess," a bit too easy to categorize as anything but anime, at times it is",0.003514528274536133,27
167,OK its, still growing and definitely our favorite kind of Sci-Fi epic action entertainment now and," a bit too easy to categorize as anything but anime, at times it is",0.003585636615753174,27
168,Some films that you pick up for, a rental before viewing them turn out to be gems. The movie isn't necessarily, widescreen presentation (although there are also films that will be RAWRAWED,0.009363174438476674,28
169,Some films that you pick up for, a rental before viewing them turn out to be gems. The movie isn't necessarily," an old UC distribution, however it still hits rock bottom re-releases.",0.9975051836809145,28
170,Some films that you pick up for, a rental before viewing them turn out to be gems. The movie isn't necessarily," each season see themselves more like Janus Vs. The Devil or Dragon Kid,",0.9831728953868152,28
171,Some films that you pick up for, widescreen presentation (although there are also films that will be RAWRAWED," an old UC distribution, however it still hits rock bottom re-releases.",0.9881420092424378,28
172,Some films that you pick up for, widescreen presentation (although there are also films that will be RAWRAWED," each season see themselves more like Janus Vs. The Devil or Dragon Kid,",0.9738097209483385,28
173,Some films that you pick up for," each season see themselves more like Janus Vs. The Devil or Dragon Kid,"," an old UC distribution, however it still hits rock bottom re-releases.",0.014332288294099299,28
174,I received, a check from him as a gift happiness. Do you still like animals? Patient, it because of the enormous flow and when it was released it ruined their reputation.,0.9974768583197147,29
175,I received," this a track in some watering hole when I was just 6, every 1910 California", it because of the enormous flow and when it was released it ruined their reputation.,0.9907675210852178,29
176,I received, mine before graduation and was lucky enough to catch it this summer. Someday I, it because of the enormous flow and when it was released it ruined their reputation.,0.9983009521383794,29
177,I received, a check from him as a gift happiness. Do you still like animals? Patient," this a track in some watering hole when I was just 6, every 1910 California",0.006709337234496848,29
178,I received, mine before graduation and was lucky enough to catch it this summer. Someday I, a check from him as a gift happiness. Do you still like animals? Patient,0.0008240938186647728,29
179,I received, mine before graduation and was lucky enough to catch it this summer. Someday I," this a track in some watering hole when I was just 6, every 1910 California",0.007533431053161621,29
180,I have not," read Lord Of The Rings The Two Towers, but I know a fair bet that"," heard about it. If someone had, I would probably see it.""<|endoftext|>",0.0565182534046471,30
181,I have not, slept so hard in forty-eight years of the rascally triple aperture at," heard about it. If someone had, I would probably see it.""<|endoftext|>",0.9948018644936383,30
182,I have not," lived a night in which this film did not make the cut."" (9/"," heard about it. If someone had, I would probably see it.""<|endoftext|>",0.0031439657323062004,30
183,I have not, slept so hard in forty-eight years of the rascally triple aperture at," read Lord Of The Rings The Two Towers, but I know a fair bet that",0.9382836110889912,30
184,I have not," read Lord Of The Rings The Two Towers, but I know a fair bet that"," lived a night in which this film did not make the cut."" (9/",0.0533742876723409,30
185,I have not, slept so hard in forty-eight years of the rascally triple aperture at," lived a night in which this film did not make the cut."" (9/",0.9916578987613321,30
186,"..Oh wait,"," yes I'm sorry, I didn't get a ticket.<br /><br", did the child kill those gays because they have to be gay? hadn't the,0.016306709963828298,31
187,"..Oh wait,"," this movie's why. In that, asking the owners to help this movie """," yes I'm sorry, I didn't get a ticket.<br /><br",0.7446649204939604,31
188,"..Oh wait,"," yes I'm sorry, I didn't get a ticket.<br /><br", there are some good times to film this movie. When the loud music is clear,0.007743353024125099,31
189,"..Oh wait,"," this movie's why. In that, asking the owners to help this movie """, did the child kill those gays because they have to be gay? hadn't the,0.7609716304577887,31
190,"..Oh wait,", there are some good times to film this movie. When the loud music is clear, did the child kill those gays because they have to be gay? hadn't the,0.008563356939703198,31
191,"..Oh wait,"," this movie's why. In that, asking the owners to help this movie """, there are some good times to film this movie. When the loud music is clear,0.7524082735180855,31
192,You have to admire," those parts, too! That move is brilliant! The road I stopped to stop"," them because they deserve who, they deserve this film, it is a very sad",0.995850162114948,32
193,You have to admire, it indeed for what it was. It was really cool to see teenagers making wild," them because they deserve who, they deserve this film, it is a very sad",0.995697335805744,32
194,You have to admire, Charlize Theron. It's been said many times that she dazzles us," them because they deserve who, they deserve this film, it is a very sad",0.9956720634363593,32
195,You have to admire," those parts, too! That move is brilliant! The road I stopped to stop", it indeed for what it was. It was really cool to see teenagers making wild,0.00015282630920399054,32
196,You have to admire," those parts, too! That move is brilliant! The road I stopped to stop", Charlize Theron. It's been said many times that she dazzles us,0.00017809867858875617,32
197,You have to admire, it indeed for what it was. It was really cool to see teenagers making wild, Charlize Theron. It's been said many times that she dazzles us,2.5272369384765625e-05,32
